"Timestamp","How much did you LIKE the previous page? (Be honest!)","How SURPRISING did the statistics feel to you? (regardless if you dis/liked the presentation style)","From 1910–2015, what was the % change in extreme poverty? (if decrease, type negative number)","From 1990–2016, what was the % change in air particle pollution? (if decrease, type negative number)","In 2016, what % of deaths were from homicide + war + terrorism combined?","In 2016, what % of world had at least one mental/substance disorder?","In 2016, what % of deaths were from heart disease?","From 1986–2014, what was the % change in nuclear warheads? (if decrease, type negative number)","From 1990–2016, what was the % change in the suicide death rate? (if decrease, type negative number)","In 2015, what % of people lived in a democracy?","From 1950–2015, what was the % change in the world's fertility rate? (if decrease, type negative number)","From 1959–2016, what was the % change in CO2 emissions? (if decrease, type negative number)","What's your age? (OPTIONAL)","What's your gender? (OPTIONAL)","What's the highest level of academic schooling you've completed so far? (OPTIONAL)"
"2019/01/12 2:49:38 AM EST","10","8","-80","60","1","20","20","-88","-40","56","-40","300","","",""
"2019/01/12 4:46:12 AM EST","8","5","-88","20","1","20","32","-88","-20","50","-30","302","27","Male","High school/Secondary school/GED"
"2019/01/12 4:53:23 AM EST","9","3","-88","25","1","15","32","-87","15","52","-54","302","32","Male","4-year college degree (Bachelor's)"
"2019/01/12 5:09:51 AM EST","4","7","-90","60","1","10","30","-90","30","53","-50","300","30","female","4-year college degree (Bachelor's)"
"2019/01/12 5:12:31 AM EST","8","8","-88","-50","1","10","40","88","-88","30","-50","300","27","Male","PhD or other advanced professional degree"
"2019/01/12 5:34:50 AM EST","7","3","-84","85","1","15","32","-82","-33","52","-60","300","27","Male","Master's degree"
"2019/01/12 6:16:49 AM EST","8","9","-80","80","1","20","32","-80","-33","40","-50","300","31","Female","PhD or other advanced professional degree"
"2019/01/12 7:42:59 AM EST","8","8","-88","56","1","15","20","-58","10","56","-30","302","27","Female","Master's degree"
"2019/01/12 7:47:27 AM EST","7","8","85","80","1","30","33","48","35","55","51","301","34","Male","2-year college degree (Associate's)"
"2019/01/12 8:19:21 AM EST","6","8","-80","+150","1","25","30","-80","-30","56","-70","300","40","male","High school/Secondary school/GED"
"2019/01/12 9:45:28 AM EST","6","8","-85","302","1","15","33","-84","-84","56","-50","302","12","male","Grade school/Primary school"
"2019/01/12 9:47:03 AM EST","8","7","-80","-30","7","3","10","-80","-50","50","-50","300","57","Male","4-year college degree (Bachelor's)"
"2019/01/12 10:39:33 AM EST","6","4","-88","25","1","15","32","-84","-33","56","-51","302","24","Female","4-year college degree (Bachelor's)"
"2019/01/12 11:13:24 AM EST","7","2","-88","-30","1","10","20","-90","-34","56","-50","302","32","Male","Master's degree"
"2019/01/12 12:24:36 PM EST","7","6","-88","5","1","1","32","-84","5","56","-33","302","30","Male","PhD or other advanced professional degree"
"2019/01/12 12:35:48 PM EST","8","8","-88","25","1","15","15","-50","-30","56","-25","302","25","male","4-year college degree (Bachelor's)"
"2019/01/12 1:38:26 PM EST","8","5","-84","26","1","15","5","-84","-40","56","-50","302","39","Male","4-year college degree (Bachelor's)"
"2019/01/12 4:05:49 PM EST","5","7","-33","32","32","25","15","-84","-15","84","-48","32","42","M","4-year college degree (Bachelor's)"
"2019/01/12 4:43:26 PM EST","7","8","-83","48","1","15","26","-88","-33","53","-53","305","37","female","Master's degree"
"2019/01/12 6:12:55 PM EST","7","7","-88","0","1","10","25","-84","-30","56","-25","304","31","Man","Master's degree"
"2019/01/12 6:34:53 PM EST","8","7","-88","15","1","15","33","-54","-30","56","-30","88","22","female","2-year college degree (Associate's)"
"2019/01/12 9:24:54 PM EST","8","7","-75","-40","1","10","33","-60","-80","50","-60","-60","18","Male","High school/Secondary school/GED"
"2019/01/12 9:38:13 PM EST","6","8","-88","50","1","30","36","-54","-30","56","-51","302","29","female","Master's degree"
"2019/01/13 2:06:38 AM EST","9","8","88","75","1","20","22","-88","-34","88","-51","250","","Male","High school/Secondary school/GED"
"2019/01/13 4:41:18 AM EST","10","7","-35","40","1","15","32","-60","-10","56","-50","302","22","Non-binary","2-year college degree (Associate's)"
"2019/01/13 5:00:12 AM EST","8","4","-99","200","1","15","35","-86","-35","56","-54","302","25","male","4-year college degree (Bachelor's)"
"2019/01/13 5:12:27 AM EST","9","7","-80","80","1","15","15","-84","-33","51","-50","302","22","male","4-year college degree (Bachelor's)"
"2019/01/13 5:18:39 AM EST","8","4","-80","22","1","15","25","-88","-30","55","-50","302","25","male","Master's degree"
"2019/01/13 6:12:23 AM EST","6","3","-80","30","1","15","32","-84","-32","72","-88","52","21","Male","2-year college degree (Associate's)"
"2019/01/13 6:57:25 AM EST","5","7","-83","150","1","15","64","-60","-33","53","-32","300","24","male","4-year college degree (Bachelor's)"
"2019/01/13 9:17:51 AM EST","7","4","-89","25","1","15","40","89","-50","56","-20","302","16","",""
"2019/01/13 10:35:18 AM EST","7","4","-34","21","1","15","15","-81","-15","56","-20","302","36","Male","4-year college degree (Bachelor's)"
"2019/01/13 10:59:37 AM EST","8","5","-50","20","1","15","20","-80","-20","51","50","20","23","Male","High school/Secondary school/GED"
"2019/01/13 12:32:12 PM EST","7","6","-50","40","1","30","32","-84","-20","55","-50","300","32","Male","4-year college degree (Bachelor's)"
"2019/01/13 1:23:36 PM EST","5","8","-80","30","20","20","32","-30","-30","56","-40","300","","",""
"2019/01/13 1:54:21 PM EST","4","5","-80","32","1","4","33","-83","30","56","-50","302","36","m","None / Don't know / Rather not say"
"2019/01/13 4:02:18 PM EST","6","7","-88","78","1","15","33","-88","-32","56","-52","300","","",""
"2019/01/13 4:31:32 PM EST","4","3","-86","30","1","32","15","-86","-33","88","-50","302","","","None / Don't know / Rather not say"
"2019/01/13 4:36:14 PM EST","7","8","-15","30","1","15","30","-55","15","54","-5","302","30","Male","4-year college degree (Bachelor's)"
"2019/01/13 6:26:34 PM EST","7","3","-85","25","1","15","32","-64","-25","56","-23","86","25","Male","4-year college degree (Bachelor's)"
"2019/01/13 6:33:37 PM EST","7","8","-88","25","1","15","15","-86","33","56","-20","302","14","male","Grade school/Primary school"
"2019/01/13 7:08:27 PM EST","8","5","-87","25","1","16","35","-80","-25","56","-50","300","18","Male","High school/Secondary school/GED"
"2019/01/13 7:47:30 PM EST","8","6","-33","50","1","15","32","-88","-33","67","-33","302","","","Grade school/Primary school"
"2019/01/13 8:21:04 PM EST","6","6","-83","26","1","15","15","-88","-33","55","-56","302","","",""
"2019/01/14 2:54:40 AM EST","6","6","-50","120","1","32","43","-84","-51","56","-53","302","39","male","4-year college degree (Bachelor's)"
"2019/01/14 4:41:30 AM EST","9","3","-55","40","1","20","25","-55","-55","55","","+60","26","Male","High school/Secondary school/GED"
"2019/01/14 5:07:24 AM EST","10","4","-40","60","1","15","30","-40","30","60","-45","300","32","Male","Master's degree"
"2019/01/14 6:52:00 AM EST","8","6","-85","+30","1","15","32","-80","-30","58","-50","+300","18","Male","High school/Secondary school/GED"
"2019/01/14 7:04:35 AM EST","9","4","87","301","1","15","32","80","-15","58","-51","25","21","Male","High school/Secondary school/GED"
"2019/01/14 10:02:56 AM EST","7","3","-84","-10","1","15","36","-84","-43","56","-15","-302","29","Male","4-year college degree (Bachelor's)"
"2019/01/14 10:35:36 AM EST","10","7","-88","+30","1","15","32","-80","+33","56","-51","+302","31","Male","Master's degree"
"2019/01/14 10:47:05 AM EST","6","3","-84","70","1","15","32","-88","-33","58","-80","302","36","M","4-year college degree (Bachelor's)"
"2019/01/14 12:47:34 PM EST","7","3","-88","50","1","15","34","-84","-33","80","-15","302","30","Male","Master's degree"
"2019/01/14 4:01:15 PM EST","8","8","-85","-86","0.5","20","32","-84","-22","56","-60","83","47","Mail","4-year college degree (Bachelor's)"
"2019/01/14 5:51:28 PM EST","10","3","-22","10","1","45","66","-66","-20","32","-32","400","27","female","Master's degree"
"2019/01/14 6:05:43 PM EST","8","6","-58","56","1","15","32","-88","-33","56","-50","302","36","Female / non-binary ","Master's degree"
"2019/01/14 6:32:51 PM EST","7","8","-80","40","1","13","20","-90","-30","50","-50","300","18","Non-binary","High school/Secondary school/GED"
"2019/01/14 7:25:07 PM EST","9","8","-85","15","1","15","33","-88","-75","56","-50","302","35","Male","4-year college degree (Bachelor's)"
"2019/01/15 1:08:09 AM EST","7","3","-84","56","1","16","25","-84","-50","56","-25","302","","",""
"2019/01/15 3:33:50 AM EST","7","4","33","88","1","15","32","-84","-33","68","-33","302","15","girl","Grade school/Primary school"
"2019/01/15 3:55:30 AM EST","8","7","-40","150","1","17","25","-80","-30","56","-50","300","64","male","PhD or other advanced professional degree"
"2019/01/15 4:03:22 AM EST","10","4","-82","32","1","16","17","-70","-37","73","-63","302","32","male","4-year college degree (Bachelor's)"
"2019/01/15 5:05:05 AM EST","8","2","-80","10","1","20","32","-80","-30","53","-10","300","24","male","Master's degree"
"2019/01/15 5:07:35 AM EST","7","5","-20","45","1","15","32","-25","-15","58","-82","25","23","male","2-year college degree (Associate's)"
"2019/01/15 5:14:25 AM EST","5","4","-18","56","1","33","30","-80","-35","63","-51","305","32","male","4-year college degree (Bachelor's)"
"2019/01/15 5:15:20 AM EST","7","4","-45","-88","1","15","25","-88","-34","56","-45","300","35","Male","Master's degree"
"2019/01/15 5:27:11 AM EST","8","4","88","25","10","15","30","88","15","56","51","150","34","M","4-year college degree (Bachelor's)"
"2019/01/15 5:30:06 AM EST","7","7","-89","24","1","15","32","-86","-73","56","-47","300","30","male","Master's degree"
"2019/01/15 5:30:53 AM EST","7","8","-88","88","1","33","32","-86","-88","56","-51","302","34","M","Master's degree"
"2019/01/15 5:34:55 AM EST","7","8","-80","-40","1","15","35","-80","-60","56","-60","350","28","men","2-year college degree (Associate's)"
"2019/01/15 5:42:53 AM EST","9","7","-80","25","1","15","15","-84","30","53","-50","300","23","female","4-year college degree (Bachelor's)"
"2019/01/15 5:51:14 AM EST","5","3","79","25","1","14","56","-89","-33","51","","302","29","male","Master's degree"
"2019/01/15 5:54:02 AM EST","8","5","-77","-40","1","15","15","-86","-46","56","-56","25","35","m","Master's degree"
"2019/01/15 5:55:43 AM EST","7","3","-80","35","1","15","35","-85","-45","56","-50","35","20","male","Grade school/Primary school"
"2019/01/15 6:19:21 AM EST","5","5","-20","-50","1","13","15","-86","-20","67","-40","300","32","F","4-year college degree (Bachelor's)"
"2019/01/15 6:25:17 AM EST","8","9","-42","23","0.7","51","56","-82","32","56","-50","302","","",""
"2019/01/15 6:39:55 AM EST","10","8","-85","35","150","15","30","-81","-25","52","51","302","47","Male","Master's degree"
"2019/01/15 6:47:16 AM EST","8","3","-80","50","1","10","30","-84","-33","51","-51","330","38","Male","Master's degree"
"2019/01/15 6:55:28 AM EST","8","4","-88","80","1","15","33","-82","-36","55","-50","302","29","male","Master's degree"
"2019/01/15 6:58:41 AM EST","9","7","-15","-30","1","15","32","-80","1","54","-50","15","38","Female","Master's degree"
"2019/01/15 7:25:32 AM EST","5","3","-88","305","1","15","30","50","50","53","50","88","19","woman","Grade school/Primary school"
"2019/01/15 8:51:21 AM EST","6","5","-84","15","1","15","32","-84","31","56","-46","302","","",""
"2019/01/15 9:31:07 AM EST","10","5","-88","88","1","15","30","-26","-33","56","-53","30","32","F","High school/Secondary school/GED"
"2019/01/15 9:58:43 AM EST","6","3","-80","80","-30","15","35","-80","-20","56","-42","300","44","m","Master's degree"
"2019/01/15 10:23:58 AM EST","7","8","-88","70","1","22","32","-60","-82","53","-50","303","25","Male","4-year college degree (Bachelor's)"
"2019/01/15 11:53:02 AM EST","8","7","-88","50","1","15","32","-30","-32","56","-40","302","35","Female","4-year college degree (Bachelor's)"
"2019/01/15 11:54:40 AM EST","6","6","-56","88","1","15","33","-84","-33","56","-56","345","33","m","High school/Secondary school/GED"
"2019/01/15 12:11:40 PM EST","1","8","","","1","","33","-88","","68","-33","","","",""
"2019/01/15 12:14:06 PM EST","7","8","-25","25","1","15","10","-42","-35","56","-52","302","21","Male","4-year college degree (Bachelor's)"
"2019/01/15 12:14:07 PM EST","7","4","-80","-70","7","7","32","-80","-30","55","-20","-60","19","Male","High school/Secondary school/GED"
"2019/01/15 12:15:38 PM EST","8","6","-55","25","1","14","32","-88","-60","56","-40","25","24","female","2-year college degree (Associate's)"
"2019/01/15 12:16:26 PM EST","10","9","-80","50","1","15","30","-82","-30","56","-20","40","","","4-year college degree (Bachelor's)"
"2019/01/15 12:16:40 PM EST","1","8","-80","80","20","20","30","-75","-50","55","-60","280","31","Male","Master's degree"
"2019/01/15 12:20:37 PM EST","8","6","90","33","3","3","60","-70","-10","56","-5","200","37","male","4-year college degree (Bachelor's)"
"2019/01/15 12:20:45 PM EST","4","7","-80","300","1","15","20","70","-33","52","-30","300","","",""
"2019/01/15 12:21:28 PM EST","5","1","-40","33","1","20","56","84","-50","56","-50","300","39","male","Master's degree"
"2019/01/15 12:26:09 PM EST","8","4","-88","34","1","15","32","-76","-30","56","-51","320","24","Male","4-year college degree (Bachelor's)"
"2019/01/15 12:26:40 PM EST","2","6","-80","50","1","15","20","-84","-30","55","-88","35","19","Female","High school/Secondary school/GED"
"2019/01/15 12:29:59 PM EST","3","5","-88","80","1","15","32","-88","-15","56","-50","302","26","Female","4-year college degree (Bachelor's)"
"2019/01/15 12:30:52 PM EST","7","6","-77","15","1","15","60","-60","-33","56","-50","300","29","Male","2-year college degree (Associate's)"
"2019/01/15 12:32:25 PM EST","10","8","-88","302","1","15","32","-60","-26","56","-55","58","22","Male","4-year college degree (Bachelor's)"
"2019/01/15 12:33:56 PM EST","8","6","-80","200","1","13","32","-60","25","56","-36","302","20","male","2-year college degree (Associate's)"
"2019/01/15 12:39:05 PM EST","8","2","83","-12","1","25","15","85","-30","52","51","83","42","Mail","Master's degree"
"2019/01/15 12:44:13 PM EST","8","6","70","30","2","15","25","-80","-30","60","-60","302","20","Male","High school/Secondary school/GED"
"2019/01/15 12:44:28 PM EST","8","4","-50","25","1","60","32","82","-10","","-50","302","25","Male","4-year college degree (Bachelor's)"
"2019/01/15 12:46:50 PM EST","10","7","30","01001001","1","36","31","-60","-71","51","-51","50","15","Male       ҉","High school/Secondary school/GED"
"2019/01/15 12:49:12 PM EST","5","5","-88","300","1","18","88","-300","50","18","50","300","51","M","4-year college degree (Bachelor's)"
"2019/01/15 1:15:10 PM EST","9","10","80","35","2","15","25","-80","15","56","-50","300","35","Male","Master's degree"
"2019/01/15 1:16:22 PM EST","8","7","-80","100","10","20","40","-80","-25","80","-50","300","22","Male","4-year college degree (Bachelor's)"
"2019/01/15 1:20:01 PM EST","5","6","-80","80","1","10","32","70","-15","56","-50","302","28","Male","PhD or other advanced professional degree"
"2019/01/15 1:38:11 PM EST","8","3","-60","25","1","15","32","-56","-33","56","-45","302","18","Male","High school/Secondary school/GED"
"2019/01/15 1:41:38 PM EST","8","4","-88","30","1","25","33","-300","-25","60","-50","300","25","Male","2-year college degree (Associate's)"
"2019/01/15 1:42:16 PM EST","6","3","-55","20","1","15","35","-82","-20","60","-68","302","33","Male","Master's degree"
"2019/01/15 1:48:33 PM EST","5","2","-88","100","1","5","55","-75","-30","55","-50","300","36","Male","4-year college degree (Bachelor's)"
"2019/01/15 1:48:47 PM EST","8","7","-88","25","1","25","30","-80","-30","50","-30","30","19","Transgender Male","High school/Secondary school/GED"
"2019/01/15 1:55:05 PM EST","10","8","-88","25","1","33","33","-85","-25","56","-51","80","42","F","PhD or other advanced professional degree"
"2019/01/15 2:08:20 PM EST","6","5","-80","+300","2","15","10","-40","-20","52","-25","+40","35","Male","Master's degree"
"2019/01/15 2:13:42 PM EST","6","7","-82","50","1","15","40","-82","-35","35","-51","302","35","Male","Master's degree"
"2019/01/15 2:16:18 PM EST","9","7","-70","30","1","15","36","-86","-36","56","32","302","36","Male","Master's degree"
"2019/01/15 2:21:37 PM EST","6","3","-80","30","3","51","3","-80","-80","60","-30","80","26","male","Master's degree"
"2019/01/15 2:26:04 PM EST","6","4","-88","-52","1","15","10","-64","-26","55","-20","-16","49","male","4-year college degree (Bachelor's)"
"2019/01/15 2:29:36 PM EST","5","5","-20","20","1","12","10","-84","-20","56","-50","302","64","male","PhD or other advanced professional degree"
"2019/01/15 2:37:04 PM EST","9","7","-50","11","1","15","33","-80","-11","50","-50","280","46","Male","4-year college degree (Bachelor's)"
"2019/01/15 2:55:46 PM EST","8","5","-88","25","1","12","32","-87","-27","55","-54","302","33","male","Master's degree"
"2019/01/15 3:22:02 PM EST","7","7","-88","20","2","4","20","-60","-30","62","-52","302","49","m","4-year college degree (Bachelor's)"
"2019/01/15 3:34:33 PM EST","9","7","-85","34","1","15","34","-84","20","54","-74","302","30","Male","Master's degree"
"2019/01/15 3:37:12 PM EST","9","6","-90","30","1","13","32","-88","-16","55","-50","350","24","MALE","Master's degree"
"2019/01/15 3:38:10 PM EST","4","6","-82","80","1","15","33","-80","-33","56","-25","300","28","Male","PhD or other advanced professional degree"
"2019/01/15 3:38:24 PM EST","4","3","-50","50","1","20","30","-80","-32","53","-50","300","28","Male","Master's degree"
"2019/01/15 3:38:26 PM EST","4","5","-80","100","1","15","","-80","-50","70","-50","100","55","male","4-year college degree (Bachelor's)"
"2019/01/15 3:39:48 PM EST","8","4","-50","30","1","15","35","-88","-30","56","-50","302","53","M","PhD or other advanced professional degree"
"2019/01/15 3:40:27 PM EST","7","6","-70","32","1","25","32","-80","-20","54","-20","280","36","Male","Master's degree"
"2019/01/15 3:40:40 PM EST","10","9","-70","+30","1","15","30","-80","-33","55","-50","300","23","male","4-year college degree (Bachelor's)"
"2019/01/15 3:41:36 PM EST","8","7","-85","20","1","15","15","-60","-20","60","-50","300","51","Male","PhD or other advanced professional degree"
"2019/01/15 3:43:00 PM EST","8","3","88","25","1","15","15","88","-23","55","-51","302","49","f","Master's degree"
"2019/01/15 3:43:46 PM EST","8","8","","","","","","","","","","","59","M","Master's degree"
"2019/01/15 3:44:10 PM EST","5","7","-80","25","1","15","30","-80","-80","50","-50","300","29","NB","High school/Secondary school/GED"
"2019/01/15 3:45:10 PM EST","7","7","-80","25","1","18","33","-84","-33","56","-52","300","42","Female","PhD or other advanced professional degree"
"2019/01/15 3:45:31 PM EST","6","7","-88","28","1","17","32","-85","-33","56","-54","302","28","male","4-year college degree (Bachelor's)"
"2019/01/15 3:46:04 PM EST","7","5","-80","30","1","16","30","-75","-40","53","-40","302","34","","Master's degree"
"2019/01/15 3:46:36 PM EST","9","2","-80","-30","1","3","32","-80","-15","65","-50","300","50","Male","PhD or other advanced professional degree"
"2019/01/15 3:47:43 PM EST","10","9","-88","35","1","16","32","-82","-16","52","-50","302","34","Female","4-year college degree (Bachelor's)"
"2019/01/15 3:48:21 PM EST","7","4","-88","13","1.1","15.6","13","-34","-26","56","-23","280","47","male","4-year college degree (Bachelor's)"
"2019/01/15 3:48:48 PM EST","8","3","-88","25","1","15","32","-84","-33","56","-51","302","39","Man","PhD or other advanced professional degree"
"2019/01/15 3:52:29 PM EST","9","7","-51","25","1","10","33","-86","-40","56","-54","303","29","Male","Master's degree"
"2019/01/15 3:53:33 PM EST","8","6","-90","122","20","15","30","-80","-30","70","-52","302","66","Male","4-year college degree (Bachelor's)"
"2019/01/15 3:54:19 PM EST","5","7","-60","55","1","16","32","-86","-32","52","-30","300","38","female","High school/Secondary school/GED"
"2019/01/15 3:56:44 PM EST","10","3","-88","","1","15","31","-20","-15","56","-33","310","24","Female","4-year college degree (Bachelor's)"
"2019/01/15 3:56:50 PM EST","9","7","-80","-30","1","6","5","-80","-33","55","-40","330","17","Non binary","High school/Secondary school/GED"
"2019/01/15 4:06:27 PM EST","8","7","76","56","1","18","45","84","33","58","38","33","55","Female","4-year college degree (Bachelor's)"
"2019/01/15 4:07:49 PM EST","7","10","-80","80","1","15","32","-20","-60","50","-50","50","","",""
"2019/01/15 4:08:27 PM EST","9","6","21","63","15","15","11","10","-10","56","30","302","27","Female","Master's degree"
"2019/01/15 4:10:24 PM EST","6","5","","","","","","","","","","","","",""
"2019/01/15 4:10:55 PM EST","9","8","-80","10","1","20","25","-80","0","55","50","10","20","Male","High school/Secondary school/GED"
"2019/01/15 4:13:52 PM EST","3","8","56","33","1","16","34","-84","-56","56","-88","302","41","F","PhD or other advanced professional degree"
"2019/01/15 4:30:09 PM EST","6","6","-88","30","1","15","35","-88","-20","60","-70","+302","54","male","Master's degree"
"2019/01/15 4:32:08 PM EST","10","8","-88","80","1","35","60","-80","-30","56","-50","330","24","male","Master's degree"
"2019/01/15 4:36:20 PM EST","7","5","-84","19","1","16","25","-40","-33","47","-40","19","41","male","High school/Secondary school/GED"
"2019/01/15 4:39:25 PM EST","7","3","-10","25","1","15","32","-88","-20","65","-50","302","23","female","4-year college degree (Bachelor's)"
"2019/01/15 4:43:42 PM EST","10","8","-60","30","1","15","33","-50","-33","60","-51","80","54","male","Master's degree"
"2019/01/15 4:46:14 PM EST","4","2","-80","50","1","40","30","-80","-33","55","-60","300","31","M","Master's degree"
"2019/01/15 4:51:37 PM EST","7","6","-82","23","1","45","30","-80","-80","55","-35","300","26","Male","4-year college degree (Bachelor's)"
"2019/01/15 5:00:59 PM EST","8","4","-82","40","1","15","32","-86","-50","56","-52","302","44","M","Master's degree"
"2019/01/15 5:04:18 PM EST","7","7","-88","-80","1","15","32","-85","-85","55","-30","-30","46","male","Master's degree"
"2019/01/15 5:12:27 PM EST","7","7","-88","30","1","15","32","-600","-30","55","-30","300","19","F","High school/Secondary school/GED"
"2019/01/15 5:31:56 PM EST","7","9","-30","40","0.5","40","40","-50","-30","56","-81","50","17","Female","High school/Secondary school/GED"
"2019/01/15 5:33:17 PM EST","9","7","88","20","1","16","56","20","-33","56","55","300","30","Female","Master's degree"
"2019/01/15 5:33:30 PM EST","3","6","-40","35","3","5","20","-88","-50","52","-50","300","54","Male ","PhD or other advanced professional degree"
"2019/01/15 5:35:57 PM EST","9","3","-88","39","1","17","33","-86","-36","56","-56","302","22","Male","4-year college degree (Bachelor's)"
"2019/01/15 5:44:59 PM EST","8","8","-38","32","1","15","32","-82","-37","38","-52","304","29","","2-year college degree (Associate's)"
"2019/01/15 5:50:03 PM EST","7","6","-50","60","1","15","88","-50","-30","50","-50","300","28","F","PhD or other advanced professional degree"
"2019/01/15 5:54:19 PM EST","9","8","-88","300","1","15","35","88","-30","50","-50","300","26","male","4-year college degree (Bachelor's)"
"2019/01/15 5:55:32 PM EST","6","7","-80","64","1","15","33","-80","-30","52","-80","84","48","male","4-year college degree (Bachelor's)"
"2019/01/15 5:58:30 PM EST","9","8","-70","40","1","15","15","-50","-20","55","-50","300","28","Male","Master's degree"
"2019/01/15 6:26:56 PM EST","8","9","80","25","1","15","35","80","30","60","30","30","45","male","PhD or other advanced professional degree"
"2019/01/15 6:36:30 PM EST","5","7","-60","30","1","15","26","-86","-40","56","-58","302","37","","PhD or other advanced professional degree"
"2019/01/15 7:00:16 PM EST","8","4","","","","","","","","","","","52","Female","4-year college degree (Bachelor's)"
"2019/01/15 7:51:43 PM EST","3","3","82","30","10","15","20","-82","32","60","-40","300","55","female","PhD or other advanced professional degree"
"2019/01/15 8:03:11 PM EST","9","7","-80","15","1","15","30","-86","-30","56","-51","86","28","Male","4-year college degree (Bachelor's)"
"2019/01/15 8:13:50 PM EST","7","7","-88","50","1","15","36","-88","-20","56","-25","300","22","male","High school/Secondary school/GED"
"2019/01/15 8:23:23 PM EST","9","5","-80","50","1","30","35","-84","-80","60","-40","300","68","m","PhD or other advanced professional degree"
"2019/01/15 9:22:55 PM EST","8","3","-86","25","1","15","24","-84","-33","57","-46","302","19","M","High school/Secondary school/GED"
"2019/01/15 9:24:53 PM EST","9","5","72","25","1","15","56","-84","-66","56","-54","302","20","Male","High school/Secondary school/GED"
"2019/01/15 9:54:13 PM EST","5","3","-87","-46","1","20","32","-84","-35","60","-50","302","40","Female","Master's degree"
"2019/01/15 10:06:47 PM EST","7","8","-80","30","1","15","10","-30","15","25","-50","350","16","male","High school/Secondary school/GED"
"2019/01/15 11:16:03 PM EST","5","5","-88","302","1","20","35","-68","-51","78","-60","200","62","Male","4-year college degree (Bachelor's)"
"2019/01/15 11:51:41 PM EST","9","6","-80","330","1","5","40","-300","5","88","-88","280","48","Man","Master's degree"
"2019/01/16 12:37:12 AM EST","3","6","-82","50","1","20","32","-40","-30","60","-25","50","13","","Grade school/Primary school"
"2019/01/16 12:49:35 AM EST","7","4","-88","15","1","15","32","-82","-32","56","-30","302","48","M","PhD or other advanced professional degree"
"2019/01/16 1:15:41 AM EST","10","8","-88","60","1","15","32","-88","25","51","-51","302","28","male","Master's degree"
"2019/01/16 1:19:56 AM EST","1","3","-70","30","1","10","30","-80","-30","56","50","300","34","Male","4-year college degree (Bachelor's)"
"2019/01/16 1:30:10 AM EST","10","7","-65","60","5","15","25","-60","-35","70","-60","60","50","M","Master's degree"
"2019/01/16 1:37:01 AM EST","8","4","-88","20","1","15","32","-80","-15","56","50","300","32","Male","4-year college degree (Bachelor's)"
"2019/01/16 1:37:25 AM EST","8","7","-90","60","1","13","25","-84","-50","50","-50","305","32","Male","4-year college degree (Bachelor's)"
"2019/01/16 2:04:21 AM EST","10","2","-85","20","1","10","20","-84","-5","50","-50","302","46","male","PhD or other advanced professional degree"
"2019/01/16 3:03:00 AM EST","8","3","-80","40","1","15","23","-80","-15","56","-30","302","52","man","Master's degree"
"2019/01/16 3:10:21 AM EST","9","8","-88","34","1","15","32","-84","-88","53","-34","302","29","Female","PhD or other advanced professional degree"
"2019/01/16 3:11:14 AM EST","6","2","-92","180","1","15","15","-84","-20","52","-30","25","40","Male","PhD or other advanced professional degree"
"2019/01/16 3:32:44 AM EST","9","5","-60","40","1","15","40","-80","-20","56","-42","+300","20","Male","High school/Secondary school/GED"
"2019/01/16 4:08:41 AM EST","7","6","88","30","1","15","32","85","33","56","60","302","39","Male","4-year college degree (Bachelor's)"
"2019/01/16 4:23:21 AM EST","8","7","-60","120","1","30","32","80","-30","60","-54","100","44","Male","PhD or other advanced professional degree"
"2019/01/16 4:30:39 AM EST","7","7","-55","25","1","15","32","-80","-25","53","-54","300","28","Male","Master's degree"
"2019/01/16 4:39:12 AM EST","7","8","-88","33","1","15","","-65","-88","50","-65","330","37","Male","2-year college degree (Associate's)"
"2019/01/16 4:50:22 AM EST","8","7","-75","35","2","","","300","","","","250","55","male","PhD or other advanced professional degree"
"2019/01/16 5:43:45 AM EST","6","7","-80","25","1","15","32","-80","-32","58","-50","302","29","Male","4-year college degree (Bachelor's)"
"2019/01/16 5:50:36 AM EST","6","4","-88","15","1","5","30","-80","-30","55","-60","300","26","Man","4-year college degree (Bachelor's)"
"2019/01/16 6:13:34 AM EST","10","7","-88","+25","1","15","30","-88","-33","56","-50","+302","50","female","PhD or other advanced professional degree"
"2019/01/16 6:34:28 AM EST","9","8","-30","-20","15","15","25","-86","-80","65","-50","302","","","None / Don't know / Rather not say"
"2019/01/16 6:36:18 AM EST","7","7","-88","75","1","15","30","-88","30","55","-75","300","66","Male","4-year college degree (Bachelor's)"
"2019/01/16 6:39:11 AM EST","9","8","-90","25","1","15","35","-88","-55","65","-50","30","18","male","High school/Secondary school/GED"
"2019/01/16 6:43:52 AM EST","8","10","-85","25","1","15","32","-88","-88","55.8","-50","302","17","female","High school/Secondary school/GED"
"2019/01/16 6:47:17 AM EST","9","8","-80","40","1","18","32","-38","-30","55","-40","20","31","male","Master's degree"
"2019/01/16 7:08:37 AM EST","5","5","-80","50","1","15","30","-50","-30","50","50","50","16","male","High school/Secondary school/GED"
"2019/01/16 7:09:01 AM EST","8","7","-88","40","1","14","22","-83","-28","70","-50","302","19","Male ","High school/Secondary school/GED"
"2019/01/16 7:42:09 AM EST","7","6","-80","50","1","15","50","-80","-88","51","-50","302","43","Male","Master's degree"
"2019/01/16 8:01:02 AM EST","5","7","-84","60","1","15","30","-60","-86","56","-48","302","21","Male","4-year college degree (Bachelor's)"
